CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,VehicleModel,VehicleType
461848,Male,0,39,0,Marketing,1,Low,2,Sonata,Midsize
461858,Male,0,25,0,Entertainment,1,Low,7,Tucson,Midsize
461859,Female,1,49,0,Artist,5,Low,5,Sonata,Midsize
461860,Female,1,77,1,Lawyer,1,High,2,Tucson,Midsize
461862,Female,0,38,1,Artist,9,Low,1,i10,Compact
461864,Male,0,19,1,Marketing,0,Low,6,Tucson,Midsize
461872,Female,1,76,1,Lawyer,1,High,2,Tucson,Midsize
461873,Male,0,28,1,Doctor,0,Low,4,Tucson,Midsize
461874,Male,1,51,1,Doctor,1,Average,3,Grandeur,Large
461882,Female,0,28,1,Doctor,0,Low,5,Casper,Compact
461892,Female,0,42,1,Healthcare,0,Low,1,Tucson,Midsize
461896,Male,1,45,1,Artist,1,Low,1,Palisade,Large
461898,Male,1,63,1,Executive,6,High,3,Grandeur,Large
461899,Female,0,18,0,Doctor,0,Low,6,Casper,Compact
461901,Male,0,26,1,Artist,7,Low,4,Sonata,Midsize
461910,Male,1,31,1,Artist,,Average,2,Tucson,Midsize
461913,Male,0,43,1,Entertainment,5,Low,4,Grandeur,Large
461914,Female,1,60,1,Artist,7,Low,,Tucson,Midsize
461921,Female,0,36,1,Artist,0,Low,1,i10,Compact
461927,Male,0,32,0,Healthcare,1,Low,4,Tucson,Midsize
461928,Male,1,68,1,Lawyer,,Low,1,Grandeur,Large
461929,Male,1,60,1,Entertainment,1,Low,1,Grandeur,Large
461930,Female,0,42,1,Artist,0,Low,1,Tucson,Midsize
461931,Female,0,18,0,Healthcare,6,Low,5,Casper,Compact
461936,Male,1,69,0,Lawyer,0,High,2,Grandeur,Large
461937,Female,0,42,1,Doctor,0,Low,,Tucson,Midsize
461941,Female,1,70,1,Artist,1,Low,1,Tucson,Midsize
461943,Male,0,25,1,Healthcare,1,Low,3,Sonata,Midsize
461962,Male,1,56,1,Entertainment,1,Average,3,Grandeur,Large
461963,Female,0,40,1,Artist,9,Low,1,Tucson,Midsize
461965,Male,0,23,0,Healthcare,1,Low,6,Tucson,Midsize
461967,Female,0,20,0,Marketing,3,Low,4,Casper,Compact
461968,Female,0,39,1,Entertainment,2,Low,1,Casper,Compact
461978,Female,0,19,0,Healthcare,0,Low,4,Casper,Compact
461985,Male,0,28,1,Entertainment,,Low,,Sonata,Midsize
461988,Male,1,40,0,Engineer,1,Average,2,Grandeur,Large
461989,Female,,60,1,Engineer,1,Average,4,Tucson,Midsize
461993,Male,0,33,0,Healthcare,3,Low,4,Sonata,Midsize
461994,Male,1,20,0,Doctor,14,Low,2,Tucson,Midsize
461996,Female,0,35,0,Artist,7,Low,4,Casper,Compact
461999,Male,0,27,1,Doctor,0,Low,5,Tucson,Midsize
462007,Female,1,42,1,Artist,1,Average,2,Tucson,Midsize
462011,Male,1,30,0,Marketing,0,Low,4,Tucson,Midsize
462013,Female,1,56,1,Executive,0,Average,2,Grandeur,Large
462015,Male,1,28,1,Entertainment,0,Average,2,Tucson,Midsize
462016,Female,1,38,1,Artist,6,Average,2,i10,Compact
462017,Male,0,26,1,Entertainment,9,Low,1,Tucson,Midsize
462027,Male,0,36,0,Engineer,0,Low,1,Tucson,Midsize
462029,Male,0,56,0,Entertainment,0,Low,1,Grandeur,Large
462033,Male,0,26,1,Entertainment,0,Low,1,Tucson,Midsize
462038,Male,0,28,1,Artist,4,Low,4,Tucson,Midsize
462043,Male,0,32,0,Healthcare,0,Low,5,Tucson,Midsize
462044,Female,0,52,1,Artist,4,Low,1,Grandeur,Large
462048,Female,0,23,0,Healthcare,0,Low,4,Casper,Compact
462051,Male,0,23,0,Healthcare,,Low,5,Tucson,Midsize
462052,Male,1,50,1,Artist,0,Low,2,Grandeur,Large
462053,Male,1,26,1,Artist,,Low,2,Tucson,Midsize
462058,Male,1,40,1,Entertainment,8,Low,2,Grandeur,Large
462060,Female,1,53,1,Artist,1,Average,2,Grandeur,Large
462064,Male,1,63,1,Artist,0,Average,3,Palisade,Large
462068,Male,1,62,1,Executive,0,High,3,Grandeur,Large
462075,Female,0,38,1,Artist,1,Low,1,Casper,Compact
462078,Female,1,57,0,Artist,1,Average,2,Grandeur,Large
462080,Female,0,43,1,Artist,9,Low,1,Grandeur,Large
462081,Male,0,21,0,Marketing,1,Low,3,Tucson,Midsize
462083,Male,0,22,0,Healthcare,0,Low,5,Sonata,Midsize
462084,Male,1,68,1,Artist,1,Low,1,Grandeur,Large
462085,Female,0,28,1,Healthcare,0,Low,1,Casper,Compact
462088,Male,1,33,1,Artist,0,Average,2,Tucson,Midsize
462090,Female,0,38,1,Artist,8,Low,1,i10,Compact
462091,Male,0,23,0,Healthcare,0,Low,5,Sonata,Midsize
462094,Female,0,41,1,Healthcare,,Low,1,Grandeur,Large
462096,Female,0,41,1,Homemaker,,Low,1,Grandeur,Large
462102,Female,0,39,1,Doctor,4,Low,1,i10,Compact
462103,Female,1,49,0,Entertainment,9,High,2,Palisade,Large
462108,Female,1,33,1,Homemaker,,Average,2,Casper,Compact
462109,Male,1,79,0,Lawyer,0,Low,1,Palisade,Large
462111,Male,1,38,1,Artist,6,Average,4,Tucson,Midsize
462114,Male,0,21,0,Healthcare,1,Low,4,Tucson,Midsize
462116,Female,1,68,1,Doctor,0,Average,2,Grandeur,Large
462118,Male,0,31,1,Artist,0,Low,3,Tucson,Midsize
462120,Male,1,46,0,Artist,1,Low,3,Palisade,Large
462128,Male,1,35,1,Artist,9,Average,2,Tucson,Midsize
462131,Female,0,42,1,Artist,8,Low,3,Grandeur,Large
462134,Male,1,87,0,Lawyer,0,Low,1,Palisade,Large
462141,Female,0,38,1,Artist,8,Low,1,Casper,Compact
462149,Female,1,88,0,Lawyer,2,High,1,Palisade,Large
462151,Female,0,42,1,Artist,9,Low,1,Palisade,Large
462163,Female,1,26,1,Artist,4,Average,2,i10,Compact
462168,Male,1,35,1,Executive,0,High,3,Tucson,Midsize
462171,Female,1,41,0,Engineer,3,High,2,Grandeur,Large
462172,Male,1,37,1,Doctor,1,Average,2,Tucson,Midsize
462174,Female,1,41,1,Engineer,8,Average,4,Palisade,Large
462177,Male,0,35,,Artist,6,Low,5,Tucson,Midsize
462179,Female,0,33,1,Marketing,0,Low,9,i10,Compact
462180,Female,1,61,1,Engineer,2,Average,4,Grandeur,Large
462186,Female,0,19,0,Doctor,1,Low,3,Casper,Compact
462187,Female,0,50,1,Artist,4,Low,1,Palisade,Large
462188,Female,1,48,0,Engineer,0,Average,4,Grandeur,Large
462196,Male,1,57,0,Marketing,1,Average,3,Grandeur,Large
462197,Female,1,72,0,Engineer,1,Average,3,Palisade,Large
462198,Female,0,39,0,Engineer,4,Low,,Casper,Compact
462200,Female,1,49,1,Doctor,0,Low,3,Grandeur,Large
462202,Female,0,41,1,Entertainment,0,Low,4,Grandeur,Large
462203,Male,1,65,0,Executive,2,High,7,Grandeur,Large
462204,Female,0,22,0,Marketing,0,Low,3,Casper,Compact
462205,Female,0,23,0,Healthcare,0,Low,4,i10,Compact
462209,Female,1,41,0,Artist,0,Low,1,Grandeur,Large
462210,Female,1,42,1,Engineer,0,Low,3,Grandeur,Large
462211,Male,0,18,0,Healthcare,0,Low,3,Tucson,Midsize
462214,Male,1,49,0,Doctor,1,Low,2,Grandeur,Large
462216,Female,1,40,0,Doctor,0,Low,2,Grandeur,Large
462218,Male,1,50,0,Executive,1,Average,5,Grandeur,Large
462220,Female,0,19,0,Healthcare,6,Low,3,i10,Compact
462222,Male,0,22,0,Healthcare,0,Low,6,Tucson,Midsize
462229,Male,0,23,0,,1,Low,8,Tucson,Midsize
462231,Male,0,27,1,Artist,4,Low,6,Tucson,Midsize
462232,Male,1,55,0,Executive,0,High,8,Grandeur,Large
462234,Male,1,32,0,,1,Average,6,Sonata,Midsize
462238,Male,1,57,0,Entertainment,,Low,2,Grandeur,Large
462240,Male,1,80,0,Lawyer,0,High,2,Grandeur,Large
462243,Male,1,43,0,Executive,0,Low,4,Grandeur,Large
462246,Female,1,79,0,Lawyer,1,High,2,Grandeur,Large
462249,Male,0,25,0,Entertainment,1,Low,3,Sonata,Midsize
462256,Female,1,58,1,Homemaker,0,Average,4,Grandeur,Large
462257,Female,1,78,1,Lawyer,,High,2,Grandeur,Large
462260,Male,1,76,1,Lawyer,1,Low,2,Grandeur,Large
462262,Male,0,27,0,Healthcare,1,Low,3,Tucson,Midsize
462274,Male,1,47,1,Artist,1,Average,3,Palisade,Large
462275,Male,1,43,1,Artist,1,Average,2,Grandeur,Large
462278,Male,0,31,1,Healthcare,1,Low,4,Sonata,Midsize
462279,Male,0,27,0,Healthcare,0,Low,7,Tucson,Midsize
462280,Male,0,31,1,Healthcare,0,Low,4,Tucson,Midsize
462281,Male,1,46,1,Artist,1,Low,2,Palisade,Large
462284,Male,1,48,1,Executive,1,Average,4,Grandeur,Large
462285,Male,1,51,1,Doctor,,Low,2,Grandeur,Large
462286,Male,1,57,0,Doctor,0,Average,2,Grandeur,Large
462290,Female,0,30,1,Doctor,0,Low,1,i10,Compact
462291,Female,0,37,1,Marketing,,Low,3,i10,Compact
462297,Female,0,31,1,Artist,14,Low,2,Casper,Compact
462300,Male,1,49,1,Artist,1,Average,3,Grandeur,Large
462304,Male,1,56,1,Artist,1,Low,4,Grandeur,Large
462306,Male,1,83,0,Lawyer,8,High,2,Palisade,Large
462309,Male,0,32,1,Healthcare,,Low,1,Sonata,Midsize
462310,Male,1,63,1,Artist,5,Average,4,Grandeur,Large
462323,Female,1,71,1,Doctor,1,Average,2,Palisade,Large
462336,Male,1,50,0,Artist,0,Low,4,Grandeur,Large
462339,Male,0,31,1,Artist,4,Low,5,Tucson,Midsize
462340,Male,1,60,0,Entertainment,0,Average,6,Grandeur,Large
462342,Female,1,71,1,Lawyer,8,High,2,Palisade,Large
462345,Male,1,49,1,Doctor,0,Average,6,Grandeur,Large
462346,Male,1,74,1,Lawyer,9,Low,1,Grandeur,Large
462349,Male,1,51,1,Artist,1,Average,6,Grandeur,Large
462355,Male,1,61,0,Entertainment,0,Low,,Grandeur,Large
462356,Male,0,46,1,Engineer,0,Low,3,Palisade,Large
462358,Male,1,39,0,Doctor,2,Average,2,Tucson,Midsize
462365,Male,1,85,1,Lawyer,1,High,2,Palisade,Large
462368,Female,1,31,1,Artist,1,Average,2,Casper,Compact
462370,Male,1,39,1,Executive,4,High,3,Tucson,Midsize
462381,Female,1,48,0,Doctor,1,High,2,Grandeur,Large
462382,Male,1,71,1,Lawyer,0,High,2,Grandeur,Large
462384,Female,0,31,1,Healthcare,,Low,1,Casper,Compact
462386,Female,0,32,1,Healthcare,0,Low,5,Casper,Compact
462389,Female,1,55,0,Engineer,0,Low,1,Grandeur,Large
462395,Male,1,46,1,Artist,0,High,2,Grandeur,Large
462396,Male,1,53,1,Doctor,,Average,2,Grandeur,Large
462397,Male,1,50,1,Artist,0,Average,4,Palisade,Large
462400,Male,0,45,1,Artist,1,Low,1,Grandeur,Large
462401,Male,1,33,0,Executive,1,Average,2,Tucson,Midsize
462409,Female,1,29,0,Engineer,5,Low,2,i10,Compact
462411,Male,0,35,1,Artist,8,Low,1,Tucson,Midsize
462415,Male,0,25,0,Doctor,1,Low,1,Tucson,Midsize
462420,Male,0,26,1,Healthcare,0,Low,3,Tucson,Midsize
462421,Male,0,48,1,Artist,1,Low,2,Grandeur,Large
462423,Male,1,66,0,Lawyer,0,High,3,Grandeur,Large
462424,Female,1,38,0,Artist,0,Low,3,i10,Compact
462428,Male,1,65,1,Entertainment,2,Average,3,Grandeur,Large
462429,Male,1,87,0,Lawyer,1,Low,1,Grandeur,Large
462445,Male,0,20,0,Healthcare,1,Low,3,Tucson,Midsize
462446,Male,0,19,0,Healthcare,0,Low,4,Grandeur,Large
462447,Male,0,22,0,Healthcare,9,Low,4,Sonata,Midsize
462450,Male,0,18,0,Healthcare,0,Low,,Palisade,Large
462451,Male,0,18,0,Marketing,1,Low,9,Palisade,Large
462452,Male,0,19,0,Healthcare,0,Low,,Grandeur,Large
462454,Male,0,19,0,Healthcare,1,Low,3,Palisade,Large
462456,Male,0,22,0,Healthcare,0,Low,8,Sonata,Midsize
462457,Male,0,31,0,Healthcare,4,Low,4,Tucson,Midsize
462463,Male,1,63,0,Artist,0,Average,2,Palisade,Large
462472,Male,0,43,1,Artist,1,Low,1,Palisade,Large
462473,Male,0,73,0,Engineer,0,Low,,Palisade,Large
462485,Female,1,39,0,Engineer,0,Low,2,Casper,Compact
462488,Male,0,31,1,Healthcare,1,Low,5,Sonata,Midsize
462491,Male,0,31,1,Artist,0,Low,5,Sonata,Midsize
462492,Male,1,43,0,Artist,0,Average,4,Grandeur,Large
462496,Male,1,52,0,Artist,0,Average,3,Grandeur,Large
462498,Female,1,63,1,Doctor,0,Average,3,Grandeur,Large
462503,Male,1,51,1,Executive,1,High,4,Grandeur,Large
462508,Male,1,35,1,Healthcare,1,Low,7,Tucson,Midsize
462512,Female,1,32,0,Entertainment,,Average,2,Casper,Compact
462517,Female,1,39,1,Homemaker,9,High,4,Casper,Compact
462518,Female,0,25,0,Healthcare,1,Low,6,Casper,Compact
462519,Male,0,20,0,Healthcare,0,Low,5,Tucson,Midsize
462521,Female,0,33,0,Homemaker,9,Low,1,i10,Compact
462522,Male,1,36,0,Executive,0,Average,5,Sonata,Midsize
462524,Female,1,35,1,Doctor,,Low,2,Casper,Compact
462525,Female,1,42,1,Artist,1,Average,2,Grandeur,Large
462526,Female,1,52,1,Artist,2,Average,5,Grandeur,Large
462529,Female,1,42,1,Engineer,1,Low,2,Grandeur,Large
462531,Female,1,57,0,Homemaker,,High,2,Grandeur,Large
462533,Female,0,30,1,Entertainment,1,Low,3,Casper,Compact
462538,Female,1,73,1,Lawyer,1,High,2,Grandeur,Large
462541,Male,1,66,1,Engineer,3,High,2,Grandeur,Large
462542,Female,1,62,1,Artist,9,Average,5,Grandeur,Large
462543,Female,1,36,1,Artist,4,Low,1,Casper,Compact
462545,Male,0,33,0,Engineer,0,Low,3,Sonata,Midsize
462554,Male,0,28,0,Healthcare,0,Low,8,Sonata,Midsize
462561,Female,1,48,1,Artist,3,Average,2,Grandeur,Large
462563,Female,1,53,1,Artist,1,Average,2,Grandeur,Large
462566,Female,1,27,0,Doctor,1,Low,,i10,Compact
462577,Female,1,71,0,Marketing,0,High,2,Palisade,Large
462578,Male,1,35,1,Artist,9,Average,2,Tucson,Midsize
462580,Female,0,41,1,Artist,0,Low,1,Palisade,Large
462584,Female,1,39,0,Entertainment,0,Low,4,Casper,Compact
462587,Female,1,79,0,Lawyer,1,High,2,Grandeur,Large
462589,Female,0,29,0,Engineer,9,Low,8,i10,Compact
462595,Female,0,33,1,Artist,7,Low,7,i10,Compact
462596,Female,0,31,0,Healthcare,0,Low,,Casper,Compact
462600,Male,1,25,0,Engineer,4,Average,3,Tucson,Midsize
462607,Female,,43,0,Engineer,2,Average,3,Grandeur,Large
462609,Female,1,52,0,Doctor,4,Low,1,Grandeur,Large
462611,Male,1,41,0,Executive,0,High,7,Palisade,Large
462612,Female,1,27,0,Doctor,,High,6,Casper,Compact
462613,Female,1,39,0,Engineer,1,Average,5,i10,Compact
462615,Male,0,32,0,Doctor,3,Low,7,Tucson,Midsize
462617,Male,0,19,0,Healthcare,1,Low,5,Grandeur,Large
462619,Male,,58,0,,1,High,,Grandeur,Large
462625,Male,0,30,1,Artist,1,Low,3,Tucson,Midsize
462626,Female,0,31,1,Engineer,0,Low,6,Casper,Compact
462632,Female,1,43,0,Engineer,,Average,4,Palisade,Large
462637,Female,1,63,0,Marketing,,Average,6,Grandeur,Large
462643,Female,1,37,1,Engineer,,Average,3,Casper,Compact
462654,Male,1,37,0,Artist,0,Average,6,Tucson,Midsize
462658,Female,1,31,1,Homemaker,9,Average,2,i10,Compact
462668,Female,0,38,1,Artist,4,Low,1,Casper,Compact
462669,Female,1,41,1,Entertainment,,High,6,Grandeur,Large
462678,Female,1,45,1,Artist,3,Average,3,Grandeur,Large
462680,Male,1,35,1,Doctor,,Average,4,Tucson,Midsize
462683,Female,1,43,0,Engineer,1,Low,5,Grandeur,Large
462685,Female,0,33,0,Healthcare,,Low,3,i10,Compact
462687,Male,0,26,0,Homemaker,14,Low,3,Sonata,Midsize
462692,Female,1,39,0,Artist,,Average,2,i10,Compact
462696,Male,1,49,0,Artist,1,High,2,Palisade,Large
462697,Male,,47,0,,0,Average,2,Grandeur,Large
462702,Male,1,53,0,Entertainment,1,Average,4,Grandeur,Large
462704,Male,1,52,1,Executive,5,High,5,Palisade,Large
462705,Female,1,66,0,Lawyer,0,Average,2,Grandeur,Large
462716,Male,0,26,0,Entertainment,6,Low,2,Tucson,Midsize
462720,Male,1,38,1,Marketing,,Low,5,Tucson,Midsize
462722,Female,0,25,0,Homemaker,,Low,4,Casper,Compact
462723,Female,1,53,0,Artist,8,Average,2,Palisade,Large
462727,Female,1,87,0,Lawyer,0,High,2,Grandeur,Large
462729,Male,0,28,0,Healthcare,1,Low,2,Tucson,Midsize
462731,Female,1,37,1,Artist,7,High,3,Casper,Compact
462732,Female,1,42,1,Artist,,Low,1,Palisade,Large
462735,Female,1,25,0,Artist,1,Average,2,i10,Compact
462736,Female,1,33,0,Engineer,6,Low,3,i10,Compact
462738,Female,0,33,1,Healthcare,,Low,3,Casper,Compact
462739,Male,1,46,1,Artist,1,Low,2,Grandeur,Large
462743,Male,0,33,0,Healthcare,2,Low,4,Tucson,Midsize
462746,Male,0,26,0,Entertainment,1,Low,3,Sonata,Midsize
462747,Male,0,32,0,Doctor,6,Low,4,Tucson,Midsize
462752,Female,0,25,0,Healthcare,,Low,1,i10,Compact
462755,Female,0,18,0,Healthcare,1,Low,,Casper,Compact
462756,Female,0,22,0,Engineer,0,Low,4,Casper,Compact
462761,Male,0,19,0,Healthcare,2,Low,4,Grandeur,Large
462762,Male,1,46,1,Artist,0,High,4,Grandeur,Large
462767,Male,0,19,0,Healthcare,4,Low,4,Palisade,Large
462768,Male,1,45,1,Artist,0,Average,3,Grandeur,Large
462776,Female,1,52,1,Engineer,1,Average,3,Grandeur,Large
462785,Female,1,42,1,Engineer,,Average,5,Grandeur,Large
462788,Male,1,47,0,Entertainment,1,Average,3,Palisade,Large
462792,Male,1,45,0,Homemaker,,Average,4,Grandeur,Large
462799,Male,0,32,0,Healthcare,,Low,,Tucson,Midsize
462804,Male,1,41,0,Executive,5,High,3,Grandeur,Large
462807,Female,0,28,1,Homemaker,,Low,1,Casper,Compact
462810,Male,1,37,0,Executive,9,High,4,Tucson,Midsize
462814,Female,1,20,0,Engineer,8,Average,2,Casper,Compact
462817,Female,1,73,1,Lawyer,3,Low,1,Grandeur,Large
462819,Male,1,51,1,Artist,0,Average,3,Grandeur,Large
462823,Male,1,18,1,Engineer,0,Average,4,Grandeur,Large
462824,Male,1,42,0,Engineer,1,Average,3,Grandeur,Large
462826,Male,0,20,0,Healthcare,1,Low,3,Sonata,Midsize
462827,Female,0,23,0,Doctor,0,Low,3,Casper,Compact
462834,Male,1,31,1,Homemaker,2,Low,2,Tucson,Midsize
462838,Female,1,33,1,Homemaker,1,Low,3,Casper,Compact
462841,Male,0,21,0,Healthcare,9,Low,6,Tucson,Midsize
462845,Male,1,51,1,Doctor,5,Average,7,Palisade,Large
462849,Male,1,47,1,Artist,0,Average,4,Grandeur,Large
462850,Male,0,20,0,Healthcare,0,Low,4,Tucson,Midsize
462853,Male,0,21,0,Healthcare,0,Low,2,Sonata,Midsize
462854,Male,0,22,0,Healthcare,1,Low,3,Tucson,Midsize
462858,Female,0,32,1,Engineer,9,Low,4,Casper,Compact
462861,Female,0,30,1,Healthcare,8,Low,1,Casper,Compact
462866,Male,1,61,1,Doctor,1,Low,1,Grandeur,Large
462868,Male,1,43,0,Entertainment,0,Average,4,Grandeur,Large
462869,Male,0,25,1,Doctor,8,Low,1,Tucson,Midsize
462871,Male,1,46,0,Entertainment,0,Average,3,Grandeur,Large
462872,Female,1,53,0,Engineer,12,Low,2,Palisade,Large
462874,Male,1,55,1,Doctor,0,High,2,Grandeur,Large
462887,Female,1,42,0,Engineer,0,Low,3,Palisade,Large
462890,Female,0,26,1,Marketing,11,Low,1,i10,Compact
462891,Male,0,29,0,Healthcare,0,Low,3,Sonata,Midsize
462894,Male,1,39,1,Artist,4,Average,4,Sonata,Midsize
462900,Male,1,38,1,Artist,1,Average,3,Sonata,Midsize
462903,Male,1,69,1,Entertainment,,Average,2,Grandeur,Large
462905,Female,0,25,0,Artist,6,Low,3,Casper,Compact
462914,Female,0,26,1,Artist,4,Low,4,i10,Compact
462920,Male,1,51,0,Executive,0,High,5,Grandeur,Large
462923,Male,1,30,0,Homemaker,8,Average,2,Tucson,Midsize
462925,Female,1,28,0,Homemaker,,Average,2,i10,Compact
462927,Female,0,33,0,Homemaker,8,Low,2,i10,Compact
462936,Female,0,41,1,Engineer,,Low,1,Grandeur,Large
462941,Male,0,71,0,Lawyer,,Low,2,Grandeur,Large
462944,Male,1,42,1,Executive,5,High,3,Palisade,Large
462951,Male,1,71,1,Lawyer,2,Low,1,Grandeur,Large
462956,Male,1,35,0,Artist,6,Average,5,Tucson,Midsize
462958,Male,0,28,0,Marketing,0,Low,5,Sonata,Midsize
462963,Male,1,31,1,Artist,1,Average,2,Tucson,Midsize
462966,Male,1,43,1,Artist,2,Average,3,Grandeur,Large
462968,Female,1,77,0,Lawyer,0,High,2,Grandeur,Large
462971,Female,1,71,1,Engineer,0,Low,1,Palisade,Large
462976,Female,1,47,1,Engineer,0,Average,2,Grandeur,Large
462981,Female,0,26,0,Homemaker,9,Low,1,i10,Compact
462982,Male,1,40,0,Doctor,4,Average,4,Grandeur,Large
462983,Female,1,72,1,Lawyer,0,High,2,Palisade,Large
462984,Female,1,73,1,Artist,1,High,2,Palisade,Large
462986,Male,0,26,1,Healthcare,1,Low,6,Sonata,Midsize
462992,Female,1,57,1,Engineer,,High,3,Palisade,Large
462993,Male,1,30,0,Artist,,Average,3,Tucson,Midsize
462994,Female,1,36,0,Artist,,Average,3,Casper,Compact
462998,Male,1,52,0,Entertainment,10,Average,4,Grandeur,Large
463003,Male,1,42,1,Artist,3,Average,2,Palisade,Large
463012,Male,1,52,0,Engineer,,Low,1,Palisade,Large
463020,Male,1,28,1,Artist,0,Average,3,Tucson,Midsize
463023,Female,1,43,0,Homemaker,7,Low,1,Grandeur,Large
463024,Male,0,43,1,Artist,,Low,1,Grandeur,Large
463028,Male,0,25,0,Doctor,0,Low,4,Tucson,Midsize
463030,Male,1,52,1,Executive,1,High,3,Palisade,Large
463034,Female,0,28,1,Homemaker,9,Low,1,Casper,Compact
463037,Male,1,56,1,Entertainment,0,Average,4,Grandeur,Large
463039,Male,1,38,0,Executive,12,High,7,Tucson,Midsize
463040,Male,1,83,0,Lawyer,1,High,2,Grandeur,Large
463044,Male,1,82,1,Lawyer,,High,2,Grandeur,Large
463047,Male,1,32,1,Homemaker,8,Low,,Tucson,Midsize
463051,Female,0,35,1,Homemaker,12,Low,1,Casper,Compact
463052,Male,1,40,1,Marketing,0,Low,2,Grandeur,Large
463058,Female,0,25,1,Homemaker,13,Low,1,Casper,Compact
463062,Female,1,39,1,Artist,,Average,3,i10,Compact
463069,Male,0,25,1,Artist,7,Low,1,Tucson,Midsize
463075,Male,1,52,1,Artist,0,Low,4,Grandeur,Large
463080,Male,0,33,0,Artist,0,Low,4,Tucson,Midsize
463083,Male,0,28,1,Artist,6,Low,3,Sonata,Midsize
463085,Female,0,43,1,Artist,0,Low,1,Grandeur,Large
463086,Male,0,30,1,Artist,8,Low,,Tucson,Midsize
463088,Female,1,84,1,Lawyer,1,High,2,Palisade,Large
463089,Male,1,48,1,Executive,6,High,4,Grandeur,Large
463090,Female,1,55,0,Engineer,3,Average,2,Palisade,Large
463091,Female,1,37,1,Homemaker,8,Low,1,Casper,Compact
463094,Male,1,38,1,Engineer,11,Average,3,Sonata,Midsize
463096,Female,0,28,1,Doctor,,Low,3,Kona,Small
463099,Male,1,86,1,Lawyer,,Low,1,Palisade,Large
463100,Female,0,35,0,Homemaker,9,Low,1,i10,Compact
463102,Male,0,35,0,Entertainment,0,Low,2,Tucson,Midsize
463104,Female,1,46,0,Lawyer,0,Low,1,Palisade,Large
463106,Female,1,79,1,Lawyer,0,Low,1,Palisade,Large
463108,Male,1,63,1,Lawyer,5,High,2,Palisade,Large
463118,Female,1,50,1,Doctor,,High,3,Grandeur,Large
463120,Female,0,35,1,Entertainment,0,Low,1,Casper,Compact
463129,Male,1,65,0,Doctor,,Low,1,Grandeur,Large
463133,Male,1,50,0,Artist,0,Average,4,Palisade,Large
463138,Female,0,27,0,Homemaker,,Low,,Kona,Small
463144,Male,1,45,1,Executive,0,High,3,Palisade,Large
463145,Female,0,36,1,Homemaker,0,Low,4,Casper,Compact
463146,Male,1,43,0,Entertainment,11,Average,2,Grandeur,Large
463148,Male,1,62,1,Marketing,1,High,5,Palisade,Large
463149,Male,1,57,1,Artist,2,Average,2,Grandeur,Large
463150,Male,0,51,0,Marketing,9,Low,1,Grandeur,Large
463151,Male,1,59,1,Artist,0,Low,1,Grandeur,Large
463154,Female,1,27,0,Artist,0,Low,4,Casper,Compact
463156,Female,1,83,0,Lawyer,,High,2,Palisade,Large
463157,Male,1,50,1,Entertainment,6,Low,3,Grandeur,Large
463158,Male,1,75,1,Executive,1,High,3,Palisade,Large
463163,Male,0,28,0,Executive,2,Low,2,Sonata,Midsize
463164,Male,1,39,1,Artist,9,Average,2,Tucson,Midsize
463165,Female,1,69,1,Doctor,0,Average,2,Grandeur,Large
463166,Female,0,41,1,Artist,1,Low,1,Palisade,Large
463170,Female,,28,1,Healthcare,0,Low,5,Kona,Small
463171,Female,1,39,0,Entertainment,1,High,3,Casper,Compact
463173,Male,0,47,1,Artist,0,Low,1,Grandeur,Large
463174,Female,1,62,1,Engineer,1,Low,1,Grandeur,Large
463175,Female,,41,0,Engineer,0,Low,4,Palisade,Large
463181,Male,1,49,1,Doctor,5,Average,3,Grandeur,Large
463187,Female,1,52,1,Artist,8,Low,2,Grandeur,Large
463192,Female,1,48,0,Entertainment,2,Average,,Grandeur,Large
463195,Female,0,26,1,Healthcare,7,Low,2,Casper,Compact
463196,Female,1,72,1,Engineer,1,Low,1,Grandeur,Large
463199,Female,1,47,1,Artist,0,Low,3,Grandeur,Large
463201,Female,0,19,0,Healthcare,1,Low,2,Kona,Small
463203,Female,0,21,0,Healthcare,1,Low,3,Casper,Compact
463204,Male,0,39,0,Entertainment,1,Low,1,Sonata,Midsize
463209,Female,0,52,1,Artist,0,Low,1,Grandeur,Large
463218,Male,1,37,0,Entertainment,8,Average,3,Tucson,Midsize
463219,Male,1,51,0,Entertainment,0,Low,2,Grandeur,Large
463220,Male,1,48,0,Engineer,1,Average,3,Grandeur,Large
463221,Male,0,22,0,Healthcare,,Low,3,Tucson,Midsize
463224,Male,1,47,1,Executive,1,High,4,Grandeur,Large
463240,Female,1,45,0,Engineer,0,Average,3,Grandeur,Large
463242,Female,0,29,0,Engineer,5,Low,2,Casper,Compact
463244,Female,1,47,0,Doctor,1,Low,1,Grandeur,Large
463245,Male,1,41,1,Entertainment,8,Average,2,Grandeur,Large
463248,Female,1,32,0,Homemaker,9,Average,4,Kona,Small
463251,Male,1,31,0,Marketing,2,Low,3,Sonata,Midsize
463256,Male,0,20,0,Marketing,1,Low,3,Tucson,Midsize
463258,Female,1,46,1,Artist,0,Average,3,Kona,Small
463260,Male,1,70,1,Lawyer,3,Low,1,Grandeur,Large
463265,Male,1,65,1,Artist,1,Average,3,Grandeur,Large
463266,Female,1,68,,Artist,1,Average,2,Palisade,Large
463267,Male,1,29,0,Homemaker,9,Low,1,Tucson,Midsize
